log_Valor,log_Area,log_Quartos,log_Vagas,log_Suites,log_Condominio,log_IPTU,Bairro
7.824046010856292,4.330733340286331,1.0986122886681098,0.6931471805599453,0.0,6.608000625296087,,Botafogo
9.210340371976184,5.934894195619588,1.3862943611198906,0.6931471805599453,1.0986122886681098,7.67368812926773,6.55250788703459,Copacabana
8.612503371220562,5.19295685089021,1.3862943611198906,0.0,0.0,7.484930283289661,6.042632833682381,Copacabana
7.7406644019172415,4.653960350157523,1.3862943611198906,0.6931471805599453,0.6931471805599453,6.47543271670409,,Recreio dos Bandeirantes
8.268731832117737,4.700480365792417,1.3862943611198906,0.6931471805599453,0.0,7.313886831633462,4.795790545596741,Leblon
8.160518247477505,5.298317366548036,1.3862943611198906,1.3862943611198906,0.6931471805599453,7.484930283289661,6.208590026096629,Jardim Oceânico
7.495541943884256,4.248495242049359,1.3862943611198906,0.6931471805599453,1.0986122886681098,6.999422467507961,4.948759890378168,Barra da Tijuca
8.517193191416238,5.497168225293202,1.6094379124341003,0.6931471805599453,0.0,7.824445930877619,8.31898612539206,Copacabana
8.411832675758411,4.700480365792417,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.601402334583733,6.111467339502679,Barra da Tijuca
8.006367567650246,4.499809670330265,1.0986122886681098,1.0986122886681098,1.0986122886681098,7.201170883281678,,Recreio dos Bandeirantes
7.8632667240095735,4.605170185988092,1.3862943611198906,1.0986122886681098,1.0986122886681098,5.942799375126701,,Recreio dos Bandeirantes
7.762170607138205,4.276666119016055,1.3862943611198906,0.6931471805599453,0.6931471805599453,6.398594934535208,4.2626798770413155,Barra da Tijuca
8.294049640102028,5.19295685089021,1.0986122886681098,1.0986122886681098,0.6931471805599453,7.824445930877619,5.707110264748875,Humaitá
7.7406644019172415,4.5217885770490405,1.3862943611198906,0.6931471805599453,1.0986122886681098,6.734591659972948,5.303304908059076,Recreio dos Bandeirantes
6.620073206530356,3.295836866004329,0.6931471805599453,0.0,0.0,5.918893854273146,2.995732273553991,Centro
7.600902459542082,3.5553480614894135,0.6931471805599453,0.0,0.0,6.478509642208569,4.330733340286331,Ipanema
7.24422751560335,3.6375861597263857,0.6931471805599453,0.0,0.0,6.274762021241939,4.356708826689592,Ipanema
7.3777589082278725,4.418840607796598,1.0986122886681098,0.6931471805599453,1.0986122886681098,7.057036981697891,5.062595033026967,Recreio dos Bandeirantes
8.779557455883728,5.030437921392435,1.6094379124341003,1.3862943611198906,1.3862943611198906,7.741099090035366,6.075346031088684,Barra da Tijuca
9.798127036878302,5.58724865840025,1.6094379124341003,1.3862943611198906,1.6094379124341003,8.03947991910045,5.993961427306569,Península
8.070906088787819,4.465908118654584,1.3862943611198906,0.6931471805599453,0.0,7.174724309836376,5.384495062789089,Ipanema
7.346010209913293,4.499809670330265,1.3862943611198906,0.6931471805599453,0.0,6.739336627357174,4.394449154672439,Méier
7.24422751560335,3.970291913552122,1.3862943611198906,0.6931471805599453,0.0,5.955837369464831,3.367295829986474,Vargem Pequena
8.691146498539675,4.68213122712422,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.2485040723706105,5.66988092298052,Botafogo
7.495541943884256,4.454347296253507,1.0986122886681098,0.0,0.0,6.398594934535208,4.418840607796598,Maracanã
7.52294091807237,4.30406509320417,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.516193076042964,5.303304908059076,Recreio dos Bandeirantes
7.549609165154532,4.30406509320417,1.3862943611198906,0.6931471805599453,0.6931471805599453,6.322565239927284,4.59511985013459,Jacarepaguá
8.987196820661973,5.0106352940962555,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.783640596221253,,Ipanema
8.974618038455112,4.941642422609304,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.972810784121404,6.2166061010848646,Ipanema
8.294049640102028,4.553876891600541,1.0986122886681098,1.0986122886681098,0.0,7.065613363597717,,Jardim Botânico
6.907755278982137,4.0943445622221,1.0986122886681098,0.0,0.0,5.942799375126701,5.638354669333745,Cachambi
8.160518247477505,4.382026634673881,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.898714534329988,5.5053315359323625,Leblon
9.449357272446683,5.480638923341991,1.6094379124341003,1.6094379124341003,1.6094379124341003,8.38958706681109,7.273092595999522,Barra da Tijuca
7.8632667240095735,4.6443908991413725,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.21890970761906,6.008813185442595,Barra da Tijuca
6.684611727667927,3.8066624897703196,1.0986122886681098,0.6931471805599453,0.0,5.638354669333745,2.70805020110221,Vila Valqueire
7.937374696163295,4.248495242049359,1.0986122886681098,0.6931471805599453,0.0,6.523562306149512,4.59511985013459,Gávea
7.90100705199242,4.477336814478207,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.170888478512505,7.622174594817622,Barra da Tijuca
7.003065458786462,3.6109179126442243,0.6931471805599453,0.6931471805599453,0.0,6.293419278846481,6.803505257608338,Centro
8.612503371220562,4.867534450455582,1.3862943611198906,1.6094379124341003,0.0,7.249925536717988,5.5093883366279774,Cosme Velho
7.313220387090301,4.343805421853684,1.0986122886681098,0.6931471805599453,0.0,6.608000625296087,,Bonsucesso
7.824046010856292,4.442651256490317,1.3862943611198906,1.0986122886681098,1.0986122886681098,7.244941546337007,5.25227342804663,Barra da Tijuca
7.27931883541462,4.356708826689592,1.3862943611198906,0.6931471805599453,0.6931471805599453,6.447305862541213,4.30406509320417,Todos os Santos
7.7406644019172415,3.9889840465642745,1.0986122886681098,0.6931471805599453,0.0,6.368187186350492,,Laranjeiras
7.600902459542082,4.23410650459726,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.660575149839686,,Jacarepaguá
8.85366542803745,4.787491742782046,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.496097345175956,5.916202062607435,Ipanema
7.919356190660617,4.356708826689592,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.170888478512505,4.9344739331306915,Barra da Tijuca
6.907755278982137,4.0943445622221,1.0986122886681098,0.6931471805599453,0.0,6.111467339502679,5.017279836814924,Itanhangá
7.783224016336037,4.499809670330265,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.438971592395862,4.912654885736052,Recreio dos Bandeirantes
8.294049640102028,4.454347296253507,1.0986122886681098,0.6931471805599453,0.0,7.138866999945524,5.241747015059643,Humaitá
7.438383530044307,4.248495242049359,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.769641976852503,4.969813299576001,Barra da Tijuca
6.907755278982137,4.382026634673881,1.0986122886681098,0.0,0.0,,,Praça Seca
7.495541943884256,4.382026634673881,1.0986122886681098,0.6931471805599453,0.0,7.00397413672268,4.442651256490317,Tijuca
7.90100705199242,5.147494476813453,1.3862943611198906,0.6931471805599453,0.0,6.660575149839686,5.14166355650266,Tijuca
7.937374696163295,5.564520407322694,1.6094379124341003,1.3862943611198906,1.0986122886681098,7.8383433155571165,8.268988209506656,Freguesia (Jacarepaguá)
8.987196820661973,4.976733742420574,1.3862943611198906,0.6931471805599453,0.6931471805599453,9.600285668426311,8.388222810119277,Ipanema
7.003065458786462,3.970291913552122,1.0986122886681098,0.6931471805599453,0.0,5.081404364984463,,Olaria
7.937374696163295,4.418840607796598,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.329720905522696,4.9344739331306915,Botafogo
8.366370301681654,4.382026634673881,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.072421900537371,5.236441962829949,Botafogo
9.539644119118783,5.521460917862246,1.3862943611198906,0.6931471805599453,1.0986122886681098,7.824445930877619,,Lagoa
8.922658299524402,4.990432586778736,1.3862943611198906,1.0986122886681098,0.6931471805599453,6.9363427358340495,5.5134287461649825,Leblon
8.160518247477505,4.204692619390966,1.0986122886681098,0.6931471805599453,0.0,6.85751406254539,5.081404364984463,Copacabana
10.126631103850338,5.0106352940962555,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.388327859577107,8.35608503102148,Ipanema
8.922658299524402,5.393627546352362,1.6094379124341003,1.3862943611198906,1.0986122886681098,8.271804031154709,6.57507584059962,Barra da Tijuca
7.783224016336037,4.343805421853684,1.0986122886681098,0.0,0.0,7.030857476116121,4.948759890378168,Catete
7.2078598714324755,4.007333185232471,1.0986122886681098,0.6931471805599453,0.0,6.066108090103747,3.871201010907891,Jardim Carioca
8.268731832117737,4.442651256490317,1.3862943611198906,0.6931471805599453,0.0,6.68586094706836,7.10002716662926,Leblon
8.116715624819111,4.31748811353631,1.0986122886681098,0.0,0.0,6.1224928095143865,,Catete
7.090076835776092,4.499809670330265,1.3862943611198906,1.0986122886681098,0.6931471805599453,6.78105762593618,4.976733742420574,Recreio dos Bandeirantes
6.802394763324311,4.382026634673881,1.0986122886681098,0.0,0.0,5.860786223465865,,Praça Seca
6.907755278982137,3.6109179126442243,0.6931471805599453,0.0,0.0,5.655991810819852,3.2188758248682006,Vila Isabel
8.612503371220562,5.0106352940962555,1.3862943611198906,0.0,0.0,7.484930283289661,6.042632833682381,Copacabana
8.517193191416238,4.844187086458591,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.340186835320115,5.916202062607435,Lagoa
7.438383530044307,4.30406509320417,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.481577129276431,4.653960350157523,Freguesia (Jacarepaguá)
8.006367567650246,4.852030263919617,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.233455418621439,5.783825182329737,Barra da Tijuca
8.987196820661973,5.075173815233827,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.601402334583733,,Gávea
8.732304571033183,5.298317366548036,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.496097345175956,6.042632833682381,Copacabana
7.313220387090301,4.060443010546419,1.0986122886681098,0.6931471805599453,0.0,6.502790045915623,4.672828834461906,Barra da Tijuca
8.612503371220562,4.605170185988092,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.170888478512505,5.3981627015177525,Botafogo
8.612503371220562,5.768320995793772,1.6094379124341003,1.0986122886681098,1.3862943611198906,7.901377353792616,6.68586094706836,Barra da Tijuca
7.003065458786462,3.912023005428146,1.0986122886681098,0.6931471805599453,0.0,,,Rocha Miranda
6.907755278982137,4.31748811353631,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.947937068614969,4.727387818712341,Recreio dos Bandeirantes
9.210340371976184,3.9512437185814275,1.0986122886681098,0.0,1.0986122886681098,8.213381737034572,5.976350909297934,Ipanema
7.696212639346407,4.6443908991413725,1.3862943611198906,1.0986122886681098,0.6931471805599453,6.608000625296087,5.556828061699537,Recreio dos Bandeirantes
7.8632667240095735,4.276666119016055,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.438971592395862,5.472270673671475,Barra da Tijuca
7.090076835776092,4.31748811353631,1.0986122886681098,0.6931471805599453,0.0,5.802118375377063,4.330733340286331,Taquara
8.612503371220562,5.247024072160486,1.6094379124341003,0.6931471805599453,0.6931471805599453,7.450660796211539,5.860786223465865,Botafogo
6.80128303447162,4.02535169073515,1.0986122886681098,0.0,0.0,5.998936561946683,4.912654885736052,Méier
7.090076835776092,4.2626798770413155,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.398594934535208,4.007333185232471,Freguesia (Jacarepaguá)
8.1886891244442,4.653960350157523,1.3862943611198906,0.6931471805599453,1.0986122886681098,7.00397413672268,5.641907070938114,Lagoa
9.615805480084347,6.214608098422191,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.855932199718614,5.905361848054571,Copacabana
7.3777589082278725,4.465908118654584,1.3862943611198906,0.0,0.0,6.478509642208569,4.61512051684126,Tijuca
7.313220387090301,3.5553480614894135,0.6931471805599453,0.0,0.0,6.154858094016418,3.9318256327243257,Botafogo
7.762170607138205,4.174387269895637,0.6931471805599453,0.6931471805599453,0.6931471805599453,,,Barra da Tijuca
9.998797732340453,5.393627546352362,1.3862943611198906,1.3862943611198906,0.6931471805599453,8.294299608857235,7.0909098220799835,Ipanema
8.101677747454572,4.605170185988092,1.3862943611198906,0.0,0.0,6.7464121285733745,4.51085950651685,Copacabana
7.824046010856292,4.532599493153256,1.3862943611198906,0.6931471805599453,1.0986122886681098,7.00397413672268,,Barra da Tijuca
6.684611727667927,4.356708826689592,1.0986122886681098,1.0986122886681098,0.0,6.82001636467413,4.02535169073515,Engenho Novo
7.824046010856292,4.442651256490317,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.3613754289773485,5.288267030694535,Barra da Tijuca
8.922658299524402,4.74493212836325,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.8885724595653635,5.602118820879701,Leblon
8.216088098632316,4.248495242049359,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.033506484287697,4.997212273764115,Botafogo
7.3777589082278725,4.553876891600541,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.478509642208569,,Freguesia (Jacarepaguá)
10.308952660644293,5.971261839790462,1.6094379124341003,1.6094379124341003,1.6094379124341003,8.853808274977197,8.006700845440367,Barra da Tijuca
7.090076835776092,4.0943445622221,1.0986122886681098,0.0,0.0,6.3473892096560105,,Campo Grande
7.549609165154532,3.6888794541139363,0.6931471805599453,0.0,0.0,6.066108090103747,4.007333185232471,Flamengo
7.24422751560335,4.110873864173311,1.3862943611198906,0.6931471805599453,0.6931471805599453,6.212606095751519,,Engenho de Dentro
8.85366542803745,5.521460917862246,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.313886831633462,6.075346031088684,Copacabana
9.615805480084347,5.298317366548036,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.313886831633462,6.35088571671474,Ipanema
8.216088098632316,4.941642422609304,1.3862943611198906,0.6931471805599453,0.0,7.206377291472252,,Copacabana
7.824046010856292,3.912023005428146,1.0986122886681098,0.0,0.0,6.621405651764134,6.634633357861686,Copacabana
7.824046010856292,4.356708826689592,1.3862943611198906,0.6931471805599453,0.6931471805599453,6.594413459749778,5.187385805840755,Tijuca
8.294049640102028,4.31748811353631,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.1316985104669115,5.736572297479192,Lagoa
7.52294091807237,4.624972813284271,1.3862943611198906,1.0986122886681098,0.6931471805599453,6.78332520060396,,Recreio dos Bandeirantes
7.090076835776092,4.174387269895637,0.6931471805599453,0.0,0.0,5.771441123130016,,Tijuca
7.313220387090301,4.0943445622221,1.0986122886681098,0.6931471805599453,0.0,7.144407180321139,5.455321115357702,Barra da Tijuca
9.472704636443673,5.3471075307174685,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.696667081526462,6.478509642208569,Copacabana
7.783224016336037,5.062595033026967,1.3862943611198906,1.0986122886681098,1.3862943611198906,7.143617602704121,,Maracanã
7.600902459542082,4.418840607796598,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.3453648404168685,5.564520407322694,Barra da Tijuca
9.104979856318357,5.991464547107982,1.791759469228055,1.0986122886681098,0.6931471805599453,8.006700845440367,,Laranjeiras
7.549609165154532,4.430816798843313,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.00669522683704,5.3612921657094255,Barra da Tijuca
7.3777589082278725,4.343805421853684,1.3862943611198906,0.6931471805599453,0.6931471805599453,6.7464121285733745,5.111987788356544,Freguesia (Jacarepaguá)
10.126631103850338,6.234410725718371,1.6094379124341003,1.6094379124341003,1.6094379124341003,8.79497643168877,,São Conrado
7.495541943884256,4.31748811353631,1.3862943611198906,0.0,0.0,5.860786223465865,,Tijuca
8.612503371220562,4.836281906951478,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.244941546337007,7.601402334583733,Ipanema
9.769956159911606,5.521460917862246,1.6094379124341003,1.0986122886681098,1.0986122886681098,8.515391569469609,6.431331081933479,Leblon
9.740968623038354,6.077642243349034,1.6094379124341003,1.0986122886681098,1.0986122886681098,8.268988209506656,6.90875477931522,Copacabana
8.070906088787819,5.153291594497779,1.3862943611198906,1.3862943611198906,1.0986122886681098,7.496097345175956,,Freguesia (Jacarepaguá)
7.313220387090301,4.2626798770413155,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.398594934535208,,Tijuca
7.549609165154532,4.394449154672439,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.0909098220799835,4.804021044733257,Barra da Tijuca
8.242756345714477,4.465908118654584,1.3862943611198906,0.6931471805599453,0.0,6.878326468291325,5.6131281063880705,Leblon
8.85366542803745,5.662960480135946,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.534228326274089,6.368187186350492,Laranjeiras
7.549609165154532,4.624972813284271,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.535241271013659,,Recreio dos Bandeirantes
8.34283980427146,4.248495242049359,1.0986122886681098,0.6931471805599453,0.0,7.00397413672268,5.303304908059076,Leblon
6.907755278982137,3.828641396489095,0.6931471805599453,0.0,0.0,,,Cidade Nova
7.090076835776092,4.174387269895637,1.3862943611198906,0.0,0.0,5.860786223465865,2.833213344056216,Pilares
8.779557455883728,5.1298987149230735,1.3862943611198906,1.3862943611198906,1.0986122886681098,7.54274354536855,6.111467339502679,Barra da Tijuca
7.783224016336037,4.499809670330265,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.179307969504034,,Laranjeiras
7.495541943884256,3.912023005428146,1.0986122886681098,0.0,0.0,5.8522024797744745,3.258096538021482,Tijuca
6.684611727667927,3.6635616461296463,0.6931471805599453,0.0,0.0,,,Olaria
8.779557455883728,4.941642422609304,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.496097345175956,6.2285110035911835,Ipanema
6.684611727667927,4.0943445622221,1.0986122886681098,0.0,0.0,5.942799375126701,,Campo Grande
9.392661928770137,5.135798437050262,1.6094379124341003,0.6931471805599453,0.6931471805599453,7.099201743553092,8.348301054933943,Ipanema
7.2078598714324755,3.5553480614894135,0.6931471805599453,0.0,0.0,6.042632833682381,3.2188758248682006,Centro
7.24422751560335,4.143134726391533,1.0986122886681098,0.0,0.0,6.089044875446846,4.127134385045092,Tijuca
8.242756345714477,4.718498871295094,1.3862943611198906,0.6931471805599453,0.0,7.024649030453636,5.659482215759621,Copacabana
9.047821442478408,4.442651256490317,1.3862943611198906,0.0,0.6931471805599453,,7.450079569807499,Leblon
7.495541943884256,4.859812404361672,1.3862943611198906,0.6931471805599453,0.0,6.7464121285733745,4.762173934797756,Tijuca
9.0595174822416,5.075173815233827,1.6094379124341003,1.3862943611198906,1.3862943611198906,7.741099090035366,5.5254529391317835,Barra da Tijuca
7.24422751560335,4.532599493153256,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.170888478512505,,Recreio dos Bandeirantes
7.495541943884256,4.532599493153256,1.3862943611198906,0.6931471805599453,0.6931471805599453,6.478509642208569,4.564348191467836,Freguesia (Jacarepaguá)
7.696212639346407,4.0943445622221,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.3783837129967145,5.860786223465865,Barra da Tijuca
6.672032945461067,4.007333185232471,1.0986122886681098,1.0986122886681098,0.0,5.860786223465865,,Taquara
7.495541943884256,3.9889840465642745,1.0986122886681098,0.0,0.0,6.3818160174060985,,Copacabana
8.101677747454572,4.248495242049359,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.2196420401307355,5.198497031265826,Catete
9.210340371976184,5.966146739123692,1.791759469228055,0.6931471805599453,1.3862943611198906,6.90875477931522,6.90875477931522,Copacabana
7.170119543449628,3.970291913552122,1.0986122886681098,0.6931471805599453,0.0,6.20050917404269,2.833213344056216,Maracanã
6.684611727667927,4.248495242049359,1.0986122886681098,0.0,0.0,,,Tomás Coelho
6.907755278982137,3.5553480614894135,0.6931471805599453,0.0,0.0,5.683579767338681,4.465908118654584,Botafogo
8.160518247477505,5.099866427824199,1.3862943611198906,0.6931471805599453,0.0,7.1785454837637,5.552959584921617,Tijuca
7.090076835776092,4.0943445622221,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.263398262591624,2.6390573296152584,Jacarepaguá
6.745236349484363,3.912023005428146,1.0986122886681098,0.6931471805599453,0.0,5.638354669333745,2.5649493574615367,Água Santa
8.36985260351753,4.3694478524670215,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.01301578963963,5.236441962829949,Botafogo
7.3777589082278725,4.382026634673881,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.423246963533519,1.3862943611198906,Recreio dos Bandeirantes
7.170119543449628,3.58351893845611,0.6931471805599453,0.0,0.0,5.69035945432406,3.2188758248682006,Tijuca
8.648221453822641,5.247024072160486,1.6094379124341003,1.6094379124341003,1.3862943611198906,6.975413927455952,6.695798917058491,Jardim Oceânico
7.313220387090301,4.430816798843313,1.3862943611198906,0.6931471805599453,0.0,6.803505257608338,,Freguesia (Jacarepaguá)
6.907755278982137,3.912023005428146,1.0986122886681098,0.0,0.0,6.398594934535208,,São Cristóvão
7.313220387090301,4.418840607796598,1.3862943611198906,0.6931471805599453,0.0,6.089044875446846,4.890349128221754,Ilha do Governador
6.907755278982137,4.499809670330265,1.0986122886681098,0.0,0.0,5.017279836814924,,Olaria
8.29154650988391,4.04305126783455,0.6931471805599453,0.0,0.0,6.7580945044277305,4.61512051684126,Humaitá
7.824046010856292,4.553876891600541,1.3862943611198906,0.6931471805599453,0.0,6.398594934535208,4.394449154672439,Maracanã
9.305650551780507,5.298317366548036,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.972810784121404,6.364750756851911,Leblon
7.549609165154532,4.143134726391533,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.715383386334681,,Barra da Tijuca
8.268731832117737,4.605170185988092,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.170888478512505,5.771441123130016,Gávea
8.922658299524402,5.10594547390058,1.3862943611198906,1.0986122886681098,0.6931471805599453,7.696667081526462,6.278521424165844,Ipanema
8.699514748210191,5.075173815233827,1.3862943611198906,1.0986122886681098,1.0986122886681098,8.160803920954665,8.434028950155469,Ipanema
7.649692623711514,3.871201010907891,0.6931471805599453,0.6931471805599453,0.0,6.364750756851911,4.2626798770413155,Flamengo
8.476371196895983,4.465908118654584,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.170888478512505,5.8916442118257715,Leblon
7.824046010856292,4.653960350157523,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.244941546337007,7.313886831633462,Barra da Tijuca
8.160518247477505,4.382026634673881,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.252053951852814,5.602118820879701,Barra da Tijuca
8.536995818712418,4.624972813284271,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.170888478512505,,Botafogo
7.90100705199242,4.787491742782046,1.3862943611198906,0.0,0.6931471805599453,6.78105762593618,5.476463551931511,Gávea
8.411832675758411,4.718498871295094,1.0986122886681098,1.0986122886681098,0.6931471805599453,7.170888478512505,,Humaitá
6.802394763324311,4.0943445622221,1.0986122886681098,0.0,0.0,5.081404364984463,3.258096538021482,Vila da Penha
7.937374696163295,4.31748811353631,0.6931471805599453,0.6931471805599453,0.0,6.68586094706836,5.351858133476067,Lagoa
8.85366542803745,4.8283137373023015,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.650168700845001,6.139884552226255,Ipanema
7.24422751560335,3.970291913552122,1.0986122886681098,0.0,0.0,6.133398042996649,2.5649493574615367,Engenho Novo
7.937374696163295,4.882801922586371,1.3862943611198906,1.3862943611198906,0.6931471805599453,6.779921907472252,,Recreio dos Bandeirantes
8.160518247477505,4.454347296253507,1.0986122886681098,1.0986122886681098,0.6931471805599453,7.176254532017144,,Barra da Tijuca
7.438383530044307,4.382026634673881,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.53813982376767,5.017279836814924,Recreio dos Bandeirantes
8.1886891244442,5.298317366548036,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.071573364211532,5.771441123130016,Recreio dos Bandeirantes
7.824046010856292,4.343805421853684,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.7226297948554485,5.056245805348308,Barra da Tijuca
6.551080335043404,4.143134726391533,0.6931471805599453,0.6931471805599453,0.0,6.439350371100098,3.6109179126442243,Engenho Novo
8.411832675758411,5.003946305945459,1.6094379124341003,1.0986122886681098,1.0986122886681098,7.664346632098617,,Barra da Tijuca
7.824046010856292,4.663439094112067,1.3862943611198906,1.0986122886681098,1.0986122886681098,6.660575149839686,5.517452896464707,Recreio dos Bandeirantes
7.003065458786462,3.871201010907891,1.0986122886681098,0.6931471805599453,0.0,5.993961427306569,,Anil
9.392661928770137,5.521460917862246,1.6094379124341003,0.6931471805599453,1.0986122886681098,7.741099090035366,6.957497370876951,Ipanema
7.90100705199242,4.219507705176107,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.7464121285733745,5.231108616854587,Gávea
7.24422751560335,4.31748811353631,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.155396301896734,,Barra da Tijuca
8.85366542803745,4.574710978503383,1.0986122886681098,0.6931471805599453,0.6931471805599453,8.294299608857235,8.460834457746854,Ipanema
6.802394763324311,4.248495242049359,1.3862943611198906,0.0,0.0,5.303304908059076,3.4339872044851463,Cachambi
8.055157731819678,5.631211781821365,1.6094379124341003,1.0986122886681098,0.6931471805599453,7.613818684808629,5.916202062607435,Copacabana
10.308952660644293,6.569481420414296,1.791759469228055,1.3862943611198906,1.0986122886681098,8.24301946898925,,Laranjeiras
6.856461984594587,4.248495242049359,1.0986122886681098,0.6931471805599453,0.0,6.274762021241939,3.4339872044851463,Cachambi
8.160518247477505,5.991464547107982,1.6094379124341003,1.0986122886681098,0.6931471805599453,6.68586094706836,6.2166061010848646,Recreio dos Bandeirantes
7.495541943884256,4.48863636973214,1.0986122886681098,0.6931471805599453,0.6931471805599453,6.785587645007929,5.14166355650266,Recreio dos Bandeirantes
6.907755278982137,4.787491742782046,0.6931471805599453,0.6931471805599453,0.6931471805599453,6.893656354602635,5.017279836814924,Maracanã
